Dataset;TrainRelease;%Train;TrainDefective;TestDefective;getClassifier;Balancing;FeatureSelection;Tp;Fp;Tn;Fn;Precision;Recall;Roc;Kappa
Avro;2;0.49925705794947994;0.0;0.0;Ibk;No sampling;Best first;0.0;0.0;103.0;0.0;NaN;NaN;NaN;1.0
Avro;2;0.49925705794947994;0.0;0.0;RandomForest;Oversampling;Best first;0.0;0.0;103.0;0.0;NaN;NaN;NaN;1.0
Avro;2;0.49925705794947994;0.0;0.0;NaiveBayes;Oversampling;Best first;0.0;0.0;103.0;0.0;NaN;NaN;NaN;1.0
Avro;2;0.49925705794947994;0.0;0.0;Ibk;Oversampling;Best first;0.0;0.0;103.0;0.0;NaN;NaN;NaN;1.0
Avro;2;0.49925705794947994;0.0;0.0;RandomForest;Undersampling;Best first;0.0;0.0;103.0;0.0;NaN;NaN;NaN;1.0
Avro;2;0.49925705794947994;0.0;0.0;NaiveBayes;Undersampling;Best first;0.0;0.0;103.0;0.0;NaN;NaN;NaN;1.0
Avro;2;0.49925705794947994;0.0;0.0;Ibk;Undersampling;Best first;0.0;0.0;103.0;0.0;NaN;NaN;NaN;1.0
Avro;2;0.49925705794947994;0.0;0.0;RandomForest;SMOTE;Best first;0.0;0.0;103.0;0.0;NaN;NaN;NaN;1.0
Avro;2;0.49925705794947994;0.0;0.0;NaiveBayes;SMOTE;Best first;0.0;0.0;103.0;0.0;NaN;NaN;NaN;1.0
Avro;2;0.49925705794947994;0.0;0.0;Ibk;SMOTE;Best first;0.0;0.0;103.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;RandomForest;No sampling;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;NaiveBayes;No sampling;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;Ibk;No sampling;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;RandomForest;Oversampling;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;NaiveBayes;Oversampling;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;Ibk;Oversampling;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;RandomForest;Undersampling;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;NaiveBayes;Undersampling;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;Ibk;Undersampling;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;RandomForest;SMOTE;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;NaiveBayes;SMOTE;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;Ibk;SMOTE;No selection;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;RandomForest;No sampling;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;NaiveBayes;No sampling;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;Ibk;No sampling;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;RandomForest;Oversampling;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;NaiveBayes;Oversampling;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;Ibk;Oversampling;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;RandomForest;Undersampling;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;NaiveBayes;Undersampling;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;Ibk;Undersampling;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;RandomForest;SMOTE;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;NaiveBayes;SMOTE;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;3;0.49962602842183995;0.0;0.0;Ibk;SMOTE;Best first;0.0;0.0;331.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;RandomForest;No sampling;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;NaiveBayes;No sampling;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;Ibk;No sampling;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;RandomForest;Oversampling;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;NaiveBayes;Oversampling;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;Ibk;Oversampling;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;RandomForest;Undersampling;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;NaiveBayes;Undersampling;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;Ibk;Undersampling;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;RandomForest;SMOTE;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;NaiveBayes;SMOTE;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;Ibk;SMOTE;No selection;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;RandomForest;No sampling;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;NaiveBayes;No sampling;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;Ibk;No sampling;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;RandomForest;Oversampling;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;NaiveBayes;Oversampling;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;Ibk;Oversampling;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;RandomForest;Undersampling;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;NaiveBayes;Undersampling;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;Ibk;Undersampling;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;RandomForest;SMOTE;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;NaiveBayes;SMOTE;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;4;0.49971048060220036;0.0;0.0;Ibk;SMOTE;Best first;0.0;0.0;194.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;RandomForest;No sampling;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;NaiveBayes;No sampling;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;Ibk;No sampling;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;RandomForest;Oversampling;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;NaiveBayes;Oversampling;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;Ibk;Oversampling;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;RandomForest;Undersampling;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;NaiveBayes;Undersampling;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;Ibk;Undersampling;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;RandomForest;SMOTE;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;NaiveBayes;SMOTE;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;Ibk;SMOTE;No selection;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;RandomForest;No sampling;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;NaiveBayes;No sampling;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;Ibk;No sampling;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;RandomForest;Oversampling;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;NaiveBayes;Oversampling;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;Ibk;Oversampling;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;RandomForest;Undersampling;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;NaiveBayes;Undersampling;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;Ibk;Undersampling;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;RandomForest;SMOTE;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;NaiveBayes;SMOTE;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;5;0.49976403964134025;0.0;0.0;Ibk;SMOTE;Best first;0.0;0.0;195.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;RandomForest;No sampling;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;NaiveBayes;No sampling;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;Ibk;No sampling;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;RandomForest;Oversampling;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;NaiveBayes;Oversampling;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;Ibk;Oversampling;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;RandomForest;Undersampling;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;NaiveBayes;Undersampling;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;Ibk;Undersampling;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;RandomForest;SMOTE;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;NaiveBayes;SMOTE;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;Ibk;SMOTE;No selection;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;RandomForest;No sampling;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;NaiveBayes;No sampling;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;Ibk;No sampling;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;RandomForest;Oversampling;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;NaiveBayes;Oversampling;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;Ibk;Oversampling;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;RandomForest;Undersampling;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;NaiveBayes;Undersampling;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;Ibk;Undersampling;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;RandomForest;SMOTE;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;NaiveBayes;SMOTE;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;6;0.49980276134122287;0.0;0.0;Ibk;SMOTE;Best first;0.0;0.0;207.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;RandomForest;No sampling;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;NaiveBayes;No sampling;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;Ibk;No sampling;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;RandomForest;Oversampling;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;NaiveBayes;Oversampling;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;Ibk;Oversampling;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;RandomForest;Undersampling;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;NaiveBayes;Undersampling;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;Ibk;Undersampling;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;RandomForest;SMOTE;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;NaiveBayes;SMOTE;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;Ibk;SMOTE;No selection;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;RandomForest;No sampling;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;NaiveBayes;No sampling;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;Ibk;No sampling;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;RandomForest;Oversampling;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;NaiveBayes;Oversampling;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;Ibk;Oversampling;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;RandomForest;Undersampling;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;NaiveBayes;Undersampling;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;Ibk;Undersampling;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;RandomForest;SMOTE;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;NaiveBayes;SMOTE;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;7;0.49983792544570504;0.0;0.0;Ibk;SMOTE;Best first;0.0;0.0;274.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;RandomForest;No sampling;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;NaiveBayes;No sampling;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;Ibk;No sampling;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;RandomForest;Oversampling;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;NaiveBayes;Oversampling;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;Ibk;Oversampling;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;RandomForest;Undersampling;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;NaiveBayes;Undersampling;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;Ibk;Undersampling;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;RandomForest;SMOTE;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;NaiveBayes;SMOTE;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;Ibk;SMOTE;No selection;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;RandomForest;No sampling;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;NaiveBayes;No sampling;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;Ibk;No sampling;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;RandomForest;Oversampling;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;NaiveBayes;Oversampling;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;Ibk;Oversampling;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;RandomForest;Undersampling;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;NaiveBayes;Undersampling;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;Ibk;Undersampling;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;RandomForest;SMOTE;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;NaiveBayes;SMOTE;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;8;0.4998626750892612;0.0;0.0;Ibk;SMOTE;Best first;0.0;0.0;277.0;0.0;NaN;NaN;NaN;1.0
Avro;9;0.49988644106291164;1.0;1.0;RandomForest;No sampling;No selection;0.0;0.0;379.0;1.0;NaN;0.0;0.9907651715039578;0.0
Avro;9;0.49988644106291164;1.0;1.0;NaiveBayes;No sampling;No selection;0.0;0.0;379.0;1.0;NaN;0.0;0.7031662269129287;0.0
