Dataset;TrainRelease;%Train;TrainDefective;TestDefective;getClassifier;Balancing;FeatureSelection;Tp;Fp;Tn;Fn;Precision;Recall;Roc;Kappa
Bookkeeper;7;0.4999570778607606;198.0;4.0;NaiveBayes;Undersampling;No selection;0.0;7.0;848.0;4.0;0.0;0.0;0.77046783625731;-0.005961886511233944
Bookkeeper;7;0.4999570778607606;198.0;4.0;Ibk;Undersampling;No selection;3.0;147.0;708.0;1.0;0.02;0.75;0.8855263157894737;0.030163404177410067
Bookkeeper;7;0.4999570778607606;198.0;4.0;RandomForest;SMOTE;No selection;0.0;0.0;855.0;4.0;NaN;0.0;0.985233918128655;0.0
Bookkeeper;7;0.4999570778607606;198.0;4.0;NaiveBayes;SMOTE;No selection;0.0;0.0;855.0;4.0;NaN;0.0;0.5194444444444445;0.0
Bookkeeper;7;0.4999570778607606;198.0;4.0;Ibk;SMOTE;No selection;0.0;0.0;855.0;4.0;NaN;0.0;0.985233918128655;0.0
Bookkeeper;7;0.4999570778607606;198.0;4.0;RandomForest;No sampling;Best first;0.0;0.0;855.0;4.0;NaN;0.0;0.9384502923976609;0.0
Bookkeeper;7;0.4999570778607606;198.0;4.0;NaiveBayes;No sampling;Best first;0.0;0.0;855.0;4.0;NaN;0.0;0.4442982456140351;0.0
Bookkeeper;7;0.4999570778607606;198.0;4.0;Ibk;No sampling;Best first;0.0;0.0;855.0;4.0;NaN;0.0;0.9384502923976609;0.0
Bookkeeper;7;0.4999570778607606;198.0;4.0;RandomForest;Oversampling;Best first;4.0;25.0;830.0;0.0;0.13793103448275862;1.0;0.987280701754386;0.23617286146185437
Bookkeeper;7;0.4999570778607606;198.0;4.0;NaiveBayes;Oversampling;Best first;0.0;40.0;815.0;4.0;0.0;0.0;0.8001461988304094;-0.008538798164158406
Bookkeeper;7;0.4999570778607606;198.0;4.0;Ibk;Oversampling;Best first;4.0;25.0;830.0;0.0;0.13793103448275862;1.0;0.987280701754386;0.23617286146185437
Bookkeeper;7;0.4999570778607606;198.0;4.0;RandomForest;Undersampling;Best first;3.0;94.0;761.0;1.0;0.030927835051546393;0.75;0.7928362573099416;0.05091704174080872
Bookkeeper;7;0.4999570778607606;198.0;4.0;NaiveBayes;Undersampling;Best first;0.0;0.0;855.0;4.0;NaN;0.0;0.8248538011695906;0.0
Bookkeeper;7;0.4999570778607606;198.0;4.0;Ibk;Undersampling;Best first;3.0;88.0;767.0;1.0;0.03296703296703297;0.75;0.9334795321637427;0.054725076350507516
Bookkeeper;7;0.4999570778607606;198.0;4.0;RandomForest;SMOTE;Best first;0.0;0.0;855.0;4.0;NaN;0.0;0.987280701754386;0.0
Bookkeeper;7;0.4999570778607606;198.0;4.0;NaiveBayes;SMOTE;Best first;0.0;0.0;855.0;4.0;NaN;0.0;0.5152046783625731;0.0
Bookkeeper;7;0.4999570778607606;198.0;4.0;Ibk;SMOTE;Best first;0.0;0.0;855.0;4.0;NaN;0.0;0.987280701754386;0.0
Bookkeeper;8;0.4999626391690951;203.0;5.0;RandomForest;No sampling;No selection;1.0;0.0;861.0;4.0;1.0;0.2;0.9583042973286876;0.33204782105668573
Bookkeeper;8;0.4999626391690951;203.0;5.0;NaiveBayes;No sampling;No selection;0.0;0.0;861.0;5.0;NaN;0.0;0.6209059233449478;0.0
Bookkeeper;8;0.4999626391690951;203.0;5.0;Ibk;No sampling;No selection;1.0;0.0;861.0;4.0;1.0;0.2;0.9608594657375146;0.33204782105668573
Bookkeeper;8;0.4999626391690951;203.0;5.0;RandomForest;Oversampling;No selection;5.0;25.0;836.0;0.0;0.16666666666666666;1.0;0.9898954703832753;0.27857380873042425
Bookkeeper;8;0.4999626391690951;203.0;5.0;NaiveBayes;Oversampling;No selection;1.0;6.0;855.0;4.0;0.14285714285714285;0.2;0.8579558652729384;0.1610153071110303
Bookkeeper;8;0.4999626391690951;203.0;5.0;Ibk;Oversampling;No selection;5.0;25.0;836.0;0.0;0.16666666666666666;1.0;0.9898954703832753;0.27857380873042425
Bookkeeper;8;0.4999626391690951;203.0;5.0;RandomForest;Undersampling;No selection;4.0;126.0;735.0;1.0;0.03076923076923077;0.8;0.9288037166085946;0.04868090995588658
Bookkeeper;8;0.4999626391690951;203.0;5.0;NaiveBayes;Undersampling;No selection;0.0;10.0;851.0;5.0;0.0;0.0;0.7492450638792102;-0.007757951900698316
Bookkeeper;8;0.4999626391690951;203.0;5.0;Ibk;Undersampling;No selection;3.0;124.0;737.0;2.0;0.023622047244094488;0.6;0.8862950058072009;0.03473045416747823
Bookkeeper;8;0.4999626391690951;203.0;5.0;RandomForest;SMOTE;No selection;1.0;0.0;861.0;4.0;1.0;0.2;0.9887340301974449;0.33204782105668573
Bookkeeper;8;0.4999626391690951;203.0;5.0;NaiveBayes;SMOTE;No selection;0.0;0.0;861.0;5.0;NaN;0.0;0.7545876887340301;0.0
Bookkeeper;8;0.4999626391690951;203.0;5.0;Ibk;SMOTE;No selection;1.0;0.0;861.0;4.0;1.0;0.2;0.9887340301974449;0.33204782105668573
Bookkeeper;8;0.4999626391690951;203.0;5.0;RandomForest;No sampling;Best first;1.0;0.0;861.0;4.0;1.0;0.2;0.9610917537746806;0.33204782105668573
Bookkeeper;8;0.4999626391690951;203.0;5.0;NaiveBayes;No sampling;Best first;0.0;0.0;861.0;5.0;NaN;0.0;0.6209059233449478;0.0
Bookkeeper;8;0.4999626391690951;203.0;5.0;Ibk;No sampling;Best first;1.0;0.0;861.0;4.0;1.0;0.2;0.9608594657375146;0.33204782105668573
Bookkeeper;8;0.4999626391690951;203.0;5.0;RandomForest;Oversampling;Best first;5.0;25.0;836.0;0.0;0.16666666666666666;1.0;0.9887340301974449;0.27857380873042425
Bookkeeper;8;0.4999626391690951;203.0;5.0;NaiveBayes;Oversampling;Best first;1.0;2.0;859.0;4.0;0.3333333333333333;0.2;0.8749128919860627;0.24673818498115088
Bookkeeper;8;0.4999626391690951;203.0;5.0;Ibk;Oversampling;Best first;5.0;25.0;836.0;0.0;0.16666666666666666;1.0;0.9887340301974449;0.27857380873042425
Bookkeeper;8;0.4999626391690951;203.0;5.0;RandomForest;Undersampling;Best first;5.0;121.0;740.0;0.0;0.03968253968253968;1.0;0.9264808362369338;0.06596188472714978
Bookkeeper;8;0.4999626391690951;203.0;5.0;NaiveBayes;Undersampling;Best first;0.0;10.0;851.0;5.0;0.0;0.0;0.8722415795586528;-0.007757951900698316
Bookkeeper;8;0.4999626391690951;203.0;5.0;Ibk;Undersampling;Best first;5.0;106.0;755.0;0.0;0.04504504504504504;1.0;0.9343786295005807;0.07599702051416209
Bookkeeper;8;0.4999626391690951;203.0;5.0;RandomForest;SMOTE;Best first;1.0;0.0;861.0;4.0;1.0;0.2;0.9898954703832753;0.33204782105668573
Bookkeeper;8;0.4999626391690951;203.0;5.0;NaiveBayes;SMOTE;Best first;0.0;0.0;861.0;5.0;NaN;0.0;0.7545876887340301;0.0
Bookkeeper;8;0.4999626391690951;203.0;5.0;Ibk;SMOTE;Best first;1.0;0.0;861.0;4.0;1.0;0.2;0.9898954703832753;0.33204782105668573
